primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,duration
cohmar1,[],['flight call'],40.7375,-3.7485,Delichon urbicum,Common House-Martin,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/556948,cohmar1/XC556948.ogg,
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/557784,cohmar1/XC557784.ogg,
cohmar1,[],['flight call'],50.4639,3.6821,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/558316,cohmar1/XC558316.ogg,
cohmar1,[],['flight call'],41.5564,1.8551,Delichon urbicum,Common House-Martin,Jordi Calvet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/561147,cohmar1/XC561147.ogg,
cohmar1,[],['flight call'],44.3084,4.3464,Delichon urbicum,Common House-Martin,Pierre Foulquier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/561815,cohmar1/XC561815.ogg,
cohmar1,[],['flight call'],44.3084,4.3464,Delichon urbicum,Common House-Martin,Pierre Foulquier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/561816,cohmar1/XC561816.ogg,
cohmar1,['thrnig1'],['call'],59.258,17.7616,Delichon urbicum,Common House-Martin,Hans Norelius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/562592,cohmar1/XC562592.ogg,
cohmar1,[],"['call', 'flight call']",41.0648,1.0813,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/564020,cohmar1/XC564020.ogg,
cohmar1,[],"['alarm call', 'call']",41.0648,1.0813,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/564021,cohmar1/XC564021.ogg,
cohmar1,[],['flight call'],57.5249,-4.0842,Delichon urbicum,Common House-Martin,B Whyte,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/566597,cohmar1/XC566597.ogg,
cohmar1,[],['flight call'],43.7844,7.6304,Delichon urbicum,Common House-Martin,Enrico Carta,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/567056,cohmar1/XC567056.ogg,
cohmar1,[],['flight call'],50.1191,18.9721,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/568202,cohmar1/XC568202.ogg,
cohmar1,[],"['begging call', 'call', 'flight call']",42.3837,-0.7229,Delichon urbicum,Common House-Martin,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/568271,cohmar1/XC568271.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain']",57.2636,-3.6541,Delichon urbicum,Common House-Martin,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/570017,cohmar1/XC570017.ogg,
cohmar1,[],"['adult', 'flight call', 'sex uncertain', 'song']",51.8299,-8.0098,Delichon urbicum,Common House-Martin,Mr Mark Shorten,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/570198,cohmar1/XC570198.ogg,
cohmar1,[],['song'],41.0618,1.1597,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/570514,cohmar1/XC570514.ogg,
cohmar1,[],"['adult', 'flight call', 'sex uncertain', 'song']",69.043,18.588,Delichon urbicum,Common House-Martin,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/571471,cohmar1/XC571471.ogg,
cohmar1,[],['call'],50.4501,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/572572,cohmar1/XC572572.ogg,
cohmar1,['combuz1'],"['call', 'flight call', 'life stage uncertain', 'sex uncertain', 'song']",52.2501,-8.6103,Delichon urbicum,Common House-Martin,Mr Mark Shorten,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/572974,cohmar1/XC572974.ogg,
cohmar1,[],"['call', 'hatchling or nestling']",51.8498,16.5818,Delichon urbicum,Common House-Martin,Grzegorz Lorek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/574019,cohmar1/XC574019.ogg,
cohmar1,[],"['call', 'hatchling or nestling', 'sex uncertain']",51.8498,16.5818,Delichon urbicum,Common House-Martin,Grzegorz Lorek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/574104,cohmar1/XC574104.ogg,
cohmar1,[],"['call', 'hatchling or nestling', 'sex uncertain']",51.8498,16.5818,Delichon urbicum,Common House-Martin,Grzegorz Lorek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/574105,cohmar1/XC574105.ogg,
cohmar1,[],"['adult', 'begging call', 'call', 'hatchling or nestling', 'song']",47.4796,7.4558,Delichon urbicum,Common House-Martin,Nicolas Martinez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/574709,cohmar1/XC574709.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'song']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574930,cohmar1/XC574930.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'song']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574934,cohmar1/XC574934.ogg,
cohmar1,[],"['adult', 'call', 'flight call']",50.45,3.6823,Delichon urbicum,Common House-Martin,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/574936,cohmar1/XC574936.ogg,
cohmar1,[],['flight call'],43.8559,1.7856,Delichon urbicum,Common House-Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/576961,cohmar1/XC576961.ogg,
cohmar1,[],"['call', 'juvenile', 'sex uncertain']",41.1684,0.974,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/577191,cohmar1/XC577191.ogg,
cohmar1,[],['call'],40.7368,-3.7484,Delichon urbicum,Common House-Martin,Jose A. Neila Ballesteros,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/577250,cohmar1/XC577250.ogg,
cohmar1,[],['nocturnal flight call'],47.6568,7.4228,Delichon urbicum,Common House-Martin,Martin Grienenberger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/577403,cohmar1/XC577403.ogg,
cohmar1,[],"['adult', 'begging call', 'call', 'flight call', 'hatchling or nestling', 'juvenile']",53.811,13.8215,Delichon urbicum,Common House-Martin,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/577612,cohmar1/XC577612.ogg,
cohmar1,[],"['call', 'flight call']",42.8626,2.1599,Delichon urbicum,Common House-Martin,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/578233,cohmar1/XC578233.ogg,
cohmar1,[],['call'],41.0648,1.0813,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/579981,cohmar1/XC579981.ogg,
cohmar1,[],"['call', 'flight call']",64.4818,13.3163,Delichon urbicum,Common House-Martin,Niels Van Doninck,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/580135,cohmar1/XC580135.ogg,
cohmar1,[],['flight call'],52.7294,-0.5406,Delichon urbicum,Common House-Martin,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/580259,cohmar1/XC580259.ogg,
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",43.7545,-0.8624,Delichon urbicum,Common House-Martin,tardy sylvain,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/581046,cohmar1/XC581046.ogg,
cohmar1,[],"['call', 'life stage uncertain', 'sex uncertain']",41.0761,1.1196,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/581218,cohmar1/XC581218.ogg,
cohmar1,[],"['call', 'life stage uncertain', 'sex uncertain']",41.2031,1.0435,Delichon urbicum,Common House-Martin,Sidney M,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/581457,cohmar1/XC581457.ogg,
cohmar1,[],['call'],64.1378,20.0755,Delichon urbicum,Common House-Martin,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/581550,cohmar1/XC581550.ogg,
cohmar1,[],"['adult', 'sex uncertain', 'song']",52.0165,-8.5699,Delichon urbicum,Common House-Martin,Michael John O Mahony,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/581664,cohmar1/XC581664.ogg,
cohmar1,['barswa'],"['flight call', 'juvenile', 'sex uncertain']",50.8707,16.6727,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/581797,cohmar1/XC581797.ogg,
cohmar1,['barswa'],"['adult', 'call', 'female', 'flight call', 'juvenile', 'male', 'song']",47.9964,10.9532,Delichon urbicum,Common House-Martin,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/581969,cohmar1/XC581969.ogg,
cohmar1,[],"['adult', 'call', 'flight call']",54.4894,-6.3813,Delichon urbicum,Common House-Martin,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/582255,cohmar1/XC582255.ogg,
cohmar1,[],['flight call'],50.7542,4.5672,Delichon urbicum,Common House-Martin,Frederik Fluyt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/586070,cohmar1/XC586070.ogg,
cohmar1,[],"['flight call', 'nocturnal flight call']",51.6825,4.3454,Delichon urbicum,Common House-Martin,Robbin van Dijk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/586195,cohmar1/XC586195.ogg,
cohmar1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",48.7159,-2.9318,Delichon urbicum,Common House-Martin,LE ROY Renaud,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/586515,cohmar1/XC586515.ogg,
cohmar1,[],"['call', 'flight call', 'nocturnal flight call']",51.9839,5.3368,Delichon urbicum,Common House-Martin,Peter van Vlaardingen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/586830,cohmar1/XC586830.ogg,
cohmar1,[],['flight call'],50.6042,-1.1901,Delichon urbicum,Common House-Martin,Jon Sparshott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/587469,cohmar1/XC587469.ogg,
cohmar1,[],"['adult', 'call', 'juvenile']",51.7871,4.7927,Delichon urbicum,Common House-Martin,Twan Mols,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/593454,cohmar1/XC593454.ogg,
cohmar1,['wlwwar'],['call'],64.5795,26.7827,Delichon urbicum,Common House-Martin,Hannu Varkki,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/593630,cohmar1/XC593630.ogg,
cohmar1,[],"['adult', 'flight call']",49.1862,20.2336,Delichon urbicum,Common House-Martin,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/608098,cohmar1/XC608098.ogg,
cohmar1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",48.2741,10.8188,Delichon urbicum,Common House-Martin,johannes buhl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/617406,cohmar1/XC617406.ogg,
cohmar1,[],"['alarm call', 'flight call']",39.4589,-8.0716,Delichon urbicum,Common House-Martin,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/620097,cohmar1/XC620097.ogg,
cohmar1,[],['flight call'],37.1379,-7.6303,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/628372,cohmar1/XC628372.ogg,
cohmar1,[],['flight call'],37.1799,-7.4686,Delichon urbicum,Common House-Martin,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/640166,cohmar1/XC640166.ogg,
cohmar1,[],['flight call'],44.0635,1.9515,Delichon urbicum,Common House-Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/644172,cohmar1/XC644172.ogg,
cohmar1,[],['nocturnal flight call'],43.5352,-1.4475,Delichon urbicum,Common House-Martin,Frédéric Cazaban,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/644525,cohmar1/XC644525.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain']",49.8761,19.2106,Delichon urbicum,Common House-Martin,Karol Łanocha,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/649844,cohmar1/XC649844.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain']",49.878,19.2092,Delichon urbicum,Common House-Martin,Karol Łanocha,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/649870,cohmar1/XC649870.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain', 'song']",49.8782,19.2095,Delichon urbicum,Common House-Martin,Karol Łanocha,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/652160,cohmar1/XC652160.ogg,
cohmar1,[],"['adult', 'call', 'flight call', 'sex uncertain', 'song']",49.8779,19.209,Delichon urbicum,Common House-Martin,Karol Łanocha,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/652535,cohmar1/XC652535.ogg,
cohmar1,[],['flight call'],58.4213,26.2352,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/653241,cohmar1/XC653241.ogg,
cohmar1,[],['flight call'],58.4213,26.2352,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/653242,cohmar1/XC653242.ogg,
cohmar1,[],"['call', 'song']",52.5083,10.2094,Delichon urbicum,Common House-Martin,Sven Kransel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/654121,cohmar1/XC654121.ogg,
cohmar1,[],"['adult', 'flight call']",50.753,15.9955,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/654674,cohmar1/XC654674.ogg,
cohmar1,[],"['call', 'flight call']",58.7678,23.4532,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/656615,cohmar1/XC656615.ogg,
cohmar1,[],['flight call'],58.4213,26.2352,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/656700,cohmar1/XC656700.ogg,
cohmar1,['barswa'],['flight call'],58.4213,26.2352,Delichon urbicum,Common House-Martin,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/657119,cohmar1/XC657119.ogg,
cohmar1,['barswa'],"['adult', 'call', 'sex uncertain']",49.5677,121.3857,Delichon urbicum,Common House-Martin,Terry Townshend,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/658138,cohmar1/XC658138.ogg,
cohmar1,[],['call'],51.9991,4.1377,Delichon urbicum,Common House-Martin,Ad Hilders,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/658239,cohmar1/XC658239.ogg,
cohmar1,[],"['adult', 'call', 'song']",47.808,16.9177,Delichon urbicum,Common House-Martin,Leander Khil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/658833,cohmar1/XC658833.ogg,
cohmar1,[],['call'],63.8313,20.2607,Delichon urbicum,Common House-Martin,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/659403,cohmar1/XC659403.ogg,
cohmar1,[],"['alarm call', 'call', 'female', 'male', 'song']",38.224,-3.9741,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659483,cohmar1/XC659483.ogg,
cohmar1,[],"['alarm call', 'call', 'female', 'male', 'song']",38.224,-3.9741,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659485,cohmar1/XC659485.ogg,
cohmar1,[],"['alarm call', 'call', 'female', 'male', 'song']",38.224,-3.9741,Delichon urbicum,Common House-Martin,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659486,cohmar1/XC659486.ogg,
cohmar1,[],['call'],52.6696,-0.7266,Delichon urbicum,Common House-Martin,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/659936,cohmar1/XC659936.ogg,
cohmar1,[],"['flight call', 'nocturnal flight call']",54.1818,-0.3203,Delichon urbicum,Common House-Martin,Will Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/663938,cohmar1/XC663938.ogg,
cohmar1,[],"['alarm call', 'flight call', 'life stage uncertain', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/664013,cohmar1/XC664013.ogg,
cohmar1,[],"['flight call', 'nocturnal flight call']",54.1818,-0.3203,Delichon urbicum,Common House-Martin,Will Scott,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/664235,cohmar1/XC664235.ogg,
cohmar1,[],"['anthropogenic', 'call', 'flight call', 'wood pigeon']",52.3857,-1.7909,Delichon urbicum,Common House-Martin,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/666115,cohmar1/XC666115.ogg,
cohmar1,[],"['anthropogenic', 'flight call']",52.3857,-1.7909,Delichon urbicum,Common House-Martin,John Sirrett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/666262,cohmar1/XC666262.ogg,
cohmar1,[],"['begging call', 'call', 'juvenile']",45.1861,18.296,Delichon urbicum,Common House-Martin,Domagoj Tomičić,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666597,cohmar1/XC666597.ogg,
cohmar1,[],['flight call'],41.8074,-8.8626,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666601,cohmar1/XC666601.ogg,
cohmar1,[],['flight call'],52.2321,-8.6701,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/666920,cohmar1/XC666920.ogg,
cohmar1,[],"['call', 'flight call']",47.205,9.6881,Delichon urbicum,Common House-Martin,Georg Amann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/667150,cohmar1/XC667150.ogg,
cohmar1,[],"['call', 'flight call']",47.205,9.6881,Delichon urbicum,Common House-Martin,Georg Amann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/667151,cohmar1/XC667151.ogg,
cohmar1,[],['flight call'],52.457,10.1972,Delichon urbicum,Common House-Martin,Sven Kransel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/667213,cohmar1/XC667213.ogg,
cohmar1,[],['flight call'],52.5603,-6.2027,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/667940,cohmar1/XC667940.ogg,
cohmar1,[],['flight call'],52.5603,-6.2027,Delichon urbicum,Common House-Martin,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/667942,cohmar1/XC667942.ogg,
cohmar1,[],['flight call'],48.0228,0.1995,Delichon urbicum,Common House-Martin,Christian Kerihuel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/668115,cohmar1/XC668115.ogg,
cohmar1,[],"['begging call', 'call', 'flight call']",44.5781,2.078,Delichon urbicum,Common House-Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/668503,cohmar1/XC668503.ogg,
cohmar1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",49.535,19.3328,Delichon urbicum,Common House-Martin,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/669398,cohmar1/XC669398.ogg,
cohmar1,[],['flight call'],41.8074,-8.8626,Delichon urbicum,Common House-Martin,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/670101,cohmar1/XC670101.ogg,
cohmar1,[],"['call', 'life stage uncertain', 'sex uncertain']",51.5188,-3.0891,Delichon urbicum,Common House-Martin,Lee Alder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/671208,cohmar1/XC671208.ogg,
cohmar1,[],['call'],39.1354,25.9287,Delichon urbicum,Common House-Martin,Jonathan Bryant,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/671706,cohmar1/XC671706.ogg,
cohmar1,[],"['call', 'flight call']",46.8875,0.2284,Delichon urbicum,Common House-Martin,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/671926,cohmar1/XC671926.ogg,
cohmar1,[],['flight call'],51.7635,-1.2651,Delichon urbicum,Common House-Martin,Michał Jezierski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/672219,cohmar1/XC672219.ogg,
cohmar1,[],"['call', 'flight call', 'life stage uncertain', 'sex uncertain']",53.2671,5.7642,Delichon urbicum,Common House-Martin,Lisette,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/672300,cohmar1/XC672300.ogg,
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",58.7396,17.8657,Delichon urbicum,Common House-Martin,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/672934,cohmar1/XC672934.ogg,
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/673048,cohmar1/XC673048.ogg,
cohmar1,[],"['call', 'flight call']",41.0906,-7.2718,Delichon urbicum,Common House-Martin,Eduardo Realinho,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/673370,cohmar1/XC673370.ogg,
cohmar1,['barswa'],"['flight call', 'life stage uncertain', 'sex uncertain']",48.2741,10.8188,Delichon urbicum,Common House-Martin,johannes buhl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,http://xeno-canto.org/673550,cohmar1/XC673550.ogg,
cohmar1,[],"['flight call', 'life stage uncertain', 'sex uncertain']",48.2741,10.8188,Delichon urbicum,Common House-Martin,johannes buhl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,http://xeno-canto.org/673555,cohmar1/XC673555.ogg,
cohmar1,['barswa'],"['flight call', 'wing sound']",46.925,9.9077,Delichon urbicum,Common House-Martin,Georg Amann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/673592,cohmar1/XC673592.ogg,
cohmar1,[],['flight call'],44.0635,1.9515,Delichon urbicum,Common House-Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/673706,cohmar1/XC673706.ogg,
cohmar1,[],"['alarm call', 'flight call']",44.0635,1.9515,Delichon urbicum,Common House-Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/673854,cohmar1/XC673854.ogg,
cohmar1,[],['nocturnal flight call'],44.7973,-0.6094,Delichon urbicum,Common House-Martin,Marta Celej,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,http://xeno-canto.org/674272,cohmar1/XC674272.ogg,
cohmar1,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.1698,0.9761,Delichon urbicum,Common House-Martin,Xavier Riera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/674439,cohmar1/XC674439.ogg,
cohmar1,[],"['adult', 'alarm call', 'begging call', 'hatchling or nestling']",48.0282,10.9176,Delichon urbicum,Common House-Martin,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/675529,cohmar1/XC675529.ogg,
cohmar1,[],"['call', 'flight call']",46.925,9.9077,Delichon urbicum,Common House-Martin,Georg Amann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/677129,cohmar1/XC677129.ogg,
cohmar1,[],"['call', 'flight call', 'wing sound']",46.925,9.9077,Delichon urbicum,Common House-Martin,Georg Amann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,http://xeno-canto.org/677146,cohmar1/XC677146.ogg,
cohmar1,[],"['call', 'flight call', 'various calls']",48.0372,-4.8622,Delichon urbicum,Common House-Martin,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/677835,cohmar1/XC677835.ogg,
